"title","orgName","subDeptName","bidValue","publishDate","detailUrl","inquiryDeadline","bidDeadline","bidDeadlineTime","bidDeadlineDaysLeft","inquiryDeadlineDaysLeft","keyword","keywordEng","tenderOpenDays","tenderType","coreActivities"
"تأمين وتركيب وإصلاح وصيانة عدد (1) سيارة لإدارة مرور منطقة جازان","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=OeJ*@@**bXS3JZrohU2cliLkkA==","2025-10-25","2025-10-27","09:59",-62,-64,"مرور","traffic",7,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"تأمين وتركيب وإصلاح وصيانة عدد (2) سيارة لإدارة مرور منطقة حائل","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=iLYNwz2v6ABk3UblOPdmDw==","2025-11-05","2025-11-06","08:00",-52,-53,"مرور","traffic",17,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"صيانة وتأمين قطع غيار لمركبة رسمية متعرضة لحادث مروري لإدارة دوريات الأمن بمنطقة تبوك","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-10-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=72iAsyeKUWmFPqWPbR6HFw==","2025-11-02","2025-11-02","08:00",-56,-56,"مرور","traffic",14,"شراء مباشر","تجارة قطع الغيار الجديدة"
"مشروع البوابة المعرفية لمدة 3 سنوات","جامعة الملك عبدالعزيز","الإدارة العامة للعقود والمشتريات","700","2025-10-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=kPFA080XuCg*@@**nUEuVVouGw==","2025-10-30","2025-11-05","09:59",-53,-59,"منصة","platform",17,"منافسة عامة","تقنية المعلومات"
"إقامة حفل بمناسبة مرور (25) عاماً على تخرج أول دفعه من الأطباء في تاريخ (2025/11/16)","الادارة العامة للخدمات الطبية للقوات المسلحة","الشراء المباشر","200","2025-10-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=rUkyuj3C9nSmKeHxnO7bqQ==","2025-10-23","2025-10-25","09:59",-64,-66,"مرور","traffic",7,"شراء مباشر","أنشطة المعارض والمؤتمرات"
"تأمين وتركيب وإصلاح وصيانة عدد (6) سيارة لإدارة مرور منطقة الرياض","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=5DnpZqYXdRUX7pJH7UHUtg==","2025-10-23","2025-10-25","09:59",-64,-66,"مرور","traffic",7,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"صيانة وتأمين قطع غيار لمركبة رسمية متعرضة لحادث مروري تابعة لإدارة دوريات الأمن بمنطقة نجران","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","Free","2025-10-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=jEKWwf1yL0cX4ROnn4653A==","2025-11-02","2025-11-02","08:00",-56,-56,"مرور","traffic",18,"شراء مباشر","تجارة قطع الغيار الجديدة"
"صيانة وتأمين قطع غيار لمركبة رسمية متعرضة لحادث مروري تابعة لإدارة دوريات الأمن بمنطقة الحدود الشمال ...","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-10-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=wVxX7LGAERwLEQHFCENCnw==","2025-10-22","2025-10-22","07:00",-67,-67,"مرور","traffic",9,"شراء مباشر","تجارة قطع الغيار الجديدة"
"تأمين وتركيب وإصلاح وصيانة عدد (6) سيارة لإدارة مرور منطقة الرياض","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=nzpwoGPoXlRXfPsi9FahnA==","2025-10-18","2025-10-20","09:59",-69,-71,"مرور","traffic",7,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"تأمين وتركيب وإصلاح وصيانة عدد (7) سيارة لإدارة مرور منطقة الرياض","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=PZ0rgWRsV%20TO*@@**44AruColQ==","2025-10-18","2025-10-20","09:59",-69,-71,"مرور","traffic",7,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"تأمين وتركيب وإصلاح وصيانة عدد (1) دراجة لإدارة مرور منطقة الباحة","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=RJOzHHzhQA3%20f2Gw2r4IAA==","2025-10-18","2025-10-20","09:59",-69,-71,"مرور","traffic",7,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"تأمين وتركيب وإصلاح وصيانة عدد (5) سيارة لإدارة مرور منطقة الباحة","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=lS71JOHWdKcSXS8lQPGiXQ==","2025-10-16","2025-10-18","09:59",-71,-73,"مرور","traffic",7,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"تأمين وتركيب وإصلاح وصيانة عدد (6) سيارة لإدارة مرور منطقة نجران","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=KKMC7QYEdpBMyZgcBJVGVw==","2025-10-16","2025-10-18","09:59",-71,-73,"مرور","traffic",7,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"صيانة وتأمين قطع غيار لمركبة رسمية متعرضة لحادث مروري لإدارة دوريات الأمن بمنطقة تبوك","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-10-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=DFyoCgSgvx5ncY*@@**iVyzaDQ==","2025-10-09","2025-10-11","09:59",-78,-80,"مرور","traffic",4,"شراء مباشر","تجارة قطع الغيار الجديدة"
"صيانة وتأمين قطع غيار لمركبة رسمية متعرضة لحادث مروري تابعة لإدارة دوريات الأمن بمنطقة تبوك","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-10-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=3Epog9gASx3vYC3EHvcRFg==","2025-10-09","2025-10-11","09:59",-78,-80,"مرور","traffic",4,"شراء مباشر","تجارة قطع الغيار الجديدة"
"تأمين وتركيب وإصلاح وصيانة عدد (7) سيارة لإدارة مرور منطقة الرياض","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-07","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=r2uLuAemA%20JZ5BP3zBjjGw==","2025-10-11","2025-10-13","09:59",-76,-78,"مرور","traffic",7,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"تأمين وتركيب وإصلاح وصيانة عدد (2) سيارة لإدارة مرور منطقة القصيم","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-06","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=0yXLdV512abZ67pdY6wO3A==","2025-10-20","2025-10-21","08:00",-68,-69,"مرور","traffic",16,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"تأمين وتركيب وإصلاح وصيانة عدد (2) سيارة لإدارة مرور منطقة عسير","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-06","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=kIWlrmvckNTceawPDYrTzA==","2025-10-10","2025-10-12","09:59",-77,-79,"مرور","traffic",7,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"إعلان في صحيفة عن بيع مركبات ودراجات محجوزة بإدارة مرور منطقة جازان","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-10-06","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=*@@**6CHWinrubt3wtuXJm0mDg==","2025-10-10","2025-10-12","09:59",-77,-79,"مرور","traffic",7,"شراء مباشر","خدمات النشر والطباعة والدعاية والاعلان والإنتاج الفني"
"صيانة وتامين قطع غيار لمركبات رسمية متعرضة لحوادث مروريه تابعة لإدارة دوريات الامن بمنطقة المدينة ال ...","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-10-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=oQuyuXryqWm*@@**CSal2%20Yx2w==","2025-10-30","2025-10-30","07:00",-59,-59,"مرور","traffic",28,"شراء مباشر","تجارة قطع الغيار الجديدة"
"اصلاح حادث مروري 3 (GS25620032)","ادارة الشؤون الفنية المركزية بمنطقة القصيم","ادارة الشؤون الفنية المركزية بمنطقة القصيم","200","2025-10-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=LP5oK0Z%20DiriqeEs8jFwvg==","2025-10-04","2025-10-06","09:59",-83,-85,"مرور","traffic",5,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"تأمين وتركيب وإصلاح وصيانة عدد (4) سيارة لإدارة مرور منطقة الشرقية","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=BLI1n7PqbVqNdm6Hk7DuGA==","2025-10-14","2025-10-15","08:00",-74,-75,"مرور","traffic",16,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"تأمين وتركيب وإصلاح وصيانة عدد [5] سيارة لإدارة مرور العاصمة المقدسة","الأمن العام ( الإدارة العامة للمرور)","الإدارة العامة للمرور","200","2025-09-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vl*@@**zZPKJX1Dnta6J8jmr0A==","2025-10-14","2025-10-15","08:00",-74,-75,"مرور","traffic",16,"شراء مباشر","خدمات صيانة وإصلاح المركبات"
"صيانة وتأمين قطع غيار لمركبة رسمية متعرضة لحادث مروري تابعة لإدارة دوريات الأمن بمنطقة الحدود الشمال ...","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-09-29","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=qgGWKJOnySj5AZhIZU3NoA==","2025-10-06","2025-10-06","10:00",-83,-83,"مرور","traffic",8,"شراء مباشر","تجارة قطع الغيار الجديدة"
"صيانة وتأمين قطع غيار لمركبة رسمية متعرضة لحادث مروري تابعة لإدارة دوريات الأمن بمنطقة الجوف","الأمن العام ( الإدارة العامة لدوريات الأمن)","الإدارة العامة لدوريات الأمن","200","2025-09-29","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=6E4pafWb%20V5YvE%20K9BYEfQ==","2025-10-06","2025-10-06","10:00",-83,-83,"مرور","traffic",8,"شراء مباشر","تجارة قطع الغيار الجديدة"
"تجديد منصة التعلم الالكترونية","مركز دعم اتخاذ القرار","مركز دعم اتخاذ القرار","1500","2025-12-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=MRouye5bamI3xin318EtbQ==","2026-01-04","2026-01-11","09:59",14,7,"منصة","platform",18,"منافسة عامة","تقنية المعلومات"
"تجديد منصة تحليل الخوارزميات البرمجية","الهيئة السعودية للمياه","ادارة الشراء  -  قسم مشتريات الخدمات والمشاريع","1000","2025-12-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=V1xhVsalaotT7oQ5iIgEgQ==","2026-01-04","2026-01-10","09:59",13,7,"منصة","platform",17,"منافسة عامة","تقنية المعلومات"
"مشروع تطوير نظام إدارة الهوية ومنصة التكامل الموحدة","الجامعة السعودية الالكترونية","إدارة العقود والمشتريات","1000","2025-12-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=1Jaju8szM85Vqd%20pD1EqUg==","2026-01-11","2026-01-13","10:00",16,14,"منصة","platform",21,"منافسة عامة","تقنية المعلومات"
"تفعيل رخصة نظام الاصول المرجحة بالمخاطر وتقديم الدعم الفني لرخصتي حاسبة الخسائر الائتمانية المتوقعة ...","صندوق التنمية السياحي","المقر الرئيسي","1000","2025-12-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=48L7n9D5piQ6g09NSbmSEw==","2026-01-01","2026-01-07","09:59",10,4,"منصة","platform",17,"منافسة عامة","انشطة الاستشارات المالية"
"توفير اشتراك في منصة الحماية من المخاطر الرقمية","الهيئة العامة للنقل","إدارة المشتريات والعقود","200","2025-12-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=6*@@**cIvVaGGmJ00ERjPBZQQw==","2025-12-23","2025-12-30","09:59",2,-5,"منصة","platform",14,"شراء مباشر","تقنية المعلومات"
"تقديم الدعم الفني لمنصة تخزين وإدارة المحتوى لمحاكم الاستئناف","وزارة العدل","الديوان العام  -  إدارة المشتريات والعقود","1000","2025-12-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=I%20Id0lAlX*@@**luh%20x7R25I%20g==","2026-01-04","2026-01-15","09:59",18,7,"منصة","platform",32,"منافسة عامة","تقنية المعلومات"
"KR1177 توريد كواشف مخبرية لإنشاء منصة وطنية لبيانات الميكروبيوم البشري الصحي في المملكة العربية السع ...","جامعة الملك سعود بن عبد العزیز للعلوم الصحیة","ادارة الشراء المباشر بجامعة الملك سعود للعلوم الصحية","200","2025-12-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=qt2uL2RGXynfCRjV%20imEjg==","2025-12-25","2025-12-30","09:59",2,-3,"منصة","platform",16,"شراء مباشر","الأنشطة الطبية"
"KR1178 توريد أطقم أدوات بحثيه للبحث رقم NRR24/031-5 لإنشاء منصة وطنية لبيانات الميكروبيوم البشري ال ...","جامعة الملك سعود بن عبد العزیز للعلوم الصحیة","ادارة الشراء المباشر بجامعة الملك سعود للعلوم الصحية","200","2025-12-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=GsYk6Hi0nEUOoLZUjjpnNQ==","2025-12-23","2025-12-26","09:59",-2,-5,"منصة","platform",12,"شراء مباشر","الأنشطة الطبية"
"توثيق عدد 2 حسابات لجامعة حفر الباطن في منصة اكس","جامعة حفر الباطن","جامعة حفر الباطن","200","2025-12-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=D1aR9kv*@@**hmWiQlcaWSzVZw==","2025-12-15","2025-12-18","09:59",-10,-13,"منصة","platform",7,"شراء مباشر","تقنية المعلومات"
"تجديد اشتراك حسابات مسؤولي الاستقطاب في منصة لينكد ان","الهيئة العامة لعقارات الدولة","الرئيسي","1000","2025-12-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=mOwTLAxIzZHRR*@@**ZQPeUb1Q==","2025-12-21","2025-12-27","09:59",-1,-7,"منصة","platform",17,"منافسة عامة","تقنية المعلومات"
"تجديد رخص منصة التوعية وإدارة الهويات والصلاحيات الهامة والحساسة","الهيئة السعودية لتنظيم الكهرباء","إدارة المشتريات والعقود","1500","2025-12-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=4lyczGwl4J9FqGEebQD%20KA==","2025-12-20","2025-12-28","10:00",0,-8,"منصة","platform",19,"منافسة عامة","تقنية المعلومات"
"خدمة تصنيع منصة اصلاح متحركة بالعجلات مقاوم للرياح و الامطار و الحرارة","القوات البحرية","مركز التموين البحري بالاسطول الغربي","200","2025-12-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ZOyAHyxqOnUCcLGccEqcqQ==","2025-12-20","2025-12-21","10:00",-7,-8,"منصة","platform",12,"شراء مباشر","خدمات صيانة واصلاح الأجهزة والمعدات والآلات"
"تشغيل وصيانة منصة البيانات السياحية البديلة","وزارة السياحة","الإدارة العامة للمشتريات والعقود","500","2025-12-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=6GJqshbTzRsC52KvZMHbDg==","2025-12-26","2026-01-04","12:00",7,-2,"منصة","platform",26,"منافسة عامة","تقنية المعلومات"
"برنامج منصة متابعة الأثر لمستهدفات المملكة","صندوق التنمية الصناعية","المنافسات","200","2025-12-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=GBRJpJTMWwnW7gtYv6TplQ==","2025-12-13","2025-12-15","09:59",-13,-15,"منصة","platform",6,"شراء مباشر","أنشطة زراعية"
"تأمين كراسي للمنصة الرئيسية بالاستاد الرياضي","كلية الملك فهد الامنية","المنافسات العامة","800","2025-12-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=G00Hx4l6vcjqnbJjoM8Qzw==","2025-12-20","2025-12-28","10:00",0,-8,"منصة","platform",19,"منافسة عامة","تجارة الأثاث المنزلي والمفروشات والستائر والسجاد"
"عملية تأمين متطلبات معرض الإحتفال بيوم التأسيس 1447هـ","الأمن العام ( الإدارة العامة للعلاقات والإعلام)","الإدارة العامة للعلاقات والإعلام","1000","2025-12-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Ft1RgTXAQ0cKuKyqKJS2ZA==","2025-12-19","2025-12-25","09:59",-3,-9,"منصة","platform",17,"منافسة عامة","أنشطة المعارض والمؤتمرات"
"تشغيل ألية اعتماد المخططات الجديدة","مركز مشاريع البنية التحتية بمنطقة الرياض","مركز مشاريع البنية التحتية بمنطقة الرياض","1000","2025-12-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=sjJsNdjpKmO1dq97Z07GpA==","2025-12-21","2026-01-08","09:59",11,-7,"منصة","platform",32,"منافسة عامة","الخدمات التجارية و الإدارية"
"مشروع إنشاء منصة موحدة لإدارة البيانات يشمل مستودع البيانات وبحيرة البيانات وذكاء الأعمال بتجمع جازا ...","تجمع جازان الصحي","المنافسات والعقود","1000","2025-12-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=mHuwua36wwFsQ2i2XDq9EA==","2026-01-07","2026-01-08","07:00",11,10,"منصة","platform",32,"منافسة عامة","تقنية المعلومات"
"مشروع تفعيل اشتراك منصة لنيكدان 2026-2027","وزارة الموارد البشرية والتنمية الاجتماعية","إدارة المشتريات","550","2025-12-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Zqiss31XvfKsJtvDoo6w3w==","2025-12-14","2025-12-20","09:59",-8,-14,"منصة","platform",17,"منافسة عامة","تقنية المعلومات"
"توريد منصة تعليمية إلكترونية للمركز السعودي لزراعة الأعضاء","المركز السعودي لزراعة الأعضاء.","المركز الرئيسي","700","2025-12-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=3yQoca7hCoi77hk2d3t*@@**ZQ==","2025-12-12","2025-12-18","09:59",-10,-16,"منصة","platform",17,"منافسة عامة","تقنية المعلومات"
"مشروع توفير إشتراك في منصة لإدارة معلومات البحث العلمي","جامعة الملك سعود","الادارة العامة للمشتريات","2500","2025-12-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=*@@**IG8HUuCGgvzSS6468sgAg==","2025-12-18","2025-12-21","20:00",-7,-10,"منصة","platform",20,"منافسة عامة","تقنية المعلومات"
"توفير خدمة إدارة الاشعارات والتنبيهات لمنصة فطري","المركز الوطني لتنمية الحياة الفطرية","المركز الوطني لتنمية الحياة الفطرية  -  المشتريات","200","2025-12-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=6uaD55LENHI5AQoP3z867g==","2025-12-07","2025-12-11","09:59",-17,-21,"منصة","platform",10,"شراء مباشر","تقنية المعلومات"
"تجديد رخص منصة مهد الشاملة لأكاديمية مهد الرياضية","أكاديمية مهد الرياضية","أكاديمية مهد الرياضية  -  الرياض","1000","2025-11-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=nsG878qs4JltawjvhlSgUA==","2025-12-10","2025-12-16","09:59",-12,-18,"منصة","platform",17,"منافسة عامة","تقنية المعلومات"
"الاشتراك في أداة لتقييم الوظائف","بنك التصدير والإستيراد السعودي","بنك التصدير والإستيراد السعودي (إدارة المشتريات والعقود)","500","2025-11-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ayfpuNalrEMcK9esR2rTrA==","2025-12-23","2025-12-24","10:00",-4,-5,"منصة","platform",25,"منافسة عامة","تقنية المعلومات"
"توريد وتجديد تراخيص منصة ذكاء الأعمال والتحليلات بأمانة العاصمة المقدسة","أمانة العاصمة المقدسة","ادارة المشتريات","1000","2025-11-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=WhAgVfjBOXB*@@**OF6O6FD5Qg==","2025-12-10","2025-12-16","09:59",-12,-18,"منصة","platform",17,"منافسة عامة","تقنية المعلومات"
"الاتفاقية الإطارية للسفر الحكومي لشركات الطيران الناشئة حديثاً","ﻫﻴﺌﺔ ﻛﻔﺎﺀﺓ ﺍﻹﻧﻔﺎﻕ ﻭﺍﻟﻤﺸﺮﻭﻋﺎﺕ ﺍﻟﺤﻜﻮﻣﻴﺔ","مركز تحقيق كفاءة الانفاق","500","2025-11-28","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=KtyfYGArh%20oot0cVLh*@@**J3g==","2025-12-16","2025-12-18","20:00",-10,-12,"منصة","platform",21,"منافسة إتفاقية إطارية","انشطة النقل والتخزين"
"منصة إدارة الحوكمة والمخاطر والامتثال","الجامعة السعودية الالكترونية","إدارة العقود والمشتريات","1000","2025-11-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Q9hxPi3zHJ65EGr7SDFMZA==","2025-12-10","2025-12-14","10:00",-14,-18,"منصة","platform",18,"منافسة عامة","تقنية المعلومات"
"اعادة تهيئة وعزل سقف المنصة الرئيسية بالاستاد الرياضي","كلية الملك فهد الامنية","المنافسات العامة","800","2025-11-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=gOL07bhbCIHTUZQr8JhdKQ==","2025-12-07","2025-12-14","10:00",-14,-21,"منصة","platform",20,"منافسة عامة","مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)"
"اعتماد تجمع مكة المكرمة الصحي كمركز معتمد من منصة مستمر","التجمع الصحي بمكة المكرمة","الشراء المباشر بالتجمع الصحي","200","2025-11-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=CdnY2M8v1%20YRAgGpvOKJWg==","2025-11-29","2025-12-01","09:59",-27,-29,"منصة","platform",8,"شراء مباشر","أنشطة التدريب"
"مشروع تطوير منصة الخبراء التفاعلية","مركز دعم اتخاذ القرار","مركز دعم اتخاذ القرار","2500","2025-11-23","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=p14eitnTOGWBNay2*@@**9B*@@**3Q==","2025-12-10","2025-12-15","13:00",-13,-18,"منصة","platform",23,"منافسة عامة","تقنية المعلومات"
"اشتراك بمنصة علمية","الهيئة السعودية للمياه","ادارة الشراء  -  قسم مشتريات الخدمات والمشاريع","1000","2025-11-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Fuipsvl8XFgMLw*@@**mNGj3fQ==","2025-11-30","2025-12-07","10:00",-21,-28,"منصة","platform",18,"منافسة عامة","تقنية المعلومات"
"فيديوهات توعوية قصيرة","الهيئة السعودية للمواصفات والمقاييس والجودة","إدارة المنافسات والعقود","1500","2025-11-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=E9r7FaXZVrW6YCfky%20ImhA==","2025-11-25","2025-12-09","09:59",-19,-33,"منصة","platform",20,"منافسة عامة","خدمات النشر والطباعة والدعاية والاعلان والإنتاج الفني"
"مشروع تجديد رخص سيرفس ناو لمنصة خدماتي الداخلية","وزارة الموارد البشرية والتنمية الاجتماعية","إدارة المشتريات","600","2025-11-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=TeAYIwyET6a3TR%203a3vHIg==","2025-12-09","2025-12-20","09:59",-8,-19,"منصة","platform",32,"منافسة عامة","تقنية المعلومات"
"تشغيل ودعم فني للمنصة الرقمية لاستثمار المواد الاعلامية","هيئة الإذاعة والتلفزيون","الادارة المالية -  المشتريات","1000","2025-11-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=zRFP9U7WwtvrpyjmJ8fPbw==","2025-12-22","2025-12-25","10:00",-3,-6,"منصة","platform",38,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة"
"حملة إعلامية لتدشين الإرشاد المهني","صندوق تنمية الموارد البشرية","هدف","1000","2025-11-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=cQANPzi1LBSiK5WBBBfnGA==","2025-11-28","2025-12-04","09:59",-24,-30,"منصة","platform",17,"منافسة عامة","خدمات النشر والطباعة والدعاية والاعلان والإنتاج الفني"
"تنفيذ نظام المنصة التدريبية الإلكتروني E- Learning","التجمع الصحي بمكة المكرمة","المنافسات العامة بالتجمع الصحي","1000","2025-11-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=8VS36kZcx7OZc8rG5PX37g==","2025-11-28","2025-12-04","09:59",-24,-30,"منصة","platform",17,"منافسة عامة","تقنية المعلومات"
"منافسة توفير سيرفرات حديثة لمنصة نموذج الرعاية بتجمع نجران الصحي","تجمع نجران الصحي","ادارة العقود والمشتريات","600","2025-11-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=sDSy7DMhp%20fxqSLd*@@**VZ1NA==","2025-12-28","2025-12-29","10:00",1,0,"منصة","platform",43,"منافسة عامة","تقنية المعلومات"
"تجديد رخص النسخ الاحتياطي وحفظ البيانات لعام 2026","محمية الملك عبدالعزيز","محمية الملك عبدالعزيز","1000","2025-11-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ys55XN*@@**wnDFLebv24FFTvw==","2025-11-27","2025-12-03","09:59",-25,-31,"منصة","platform",17,"منافسة عامة","تقنية المعلومات"
"تجهيز منصة الحفل بمعهد تدريب السجون (25/26)","المديرية العامة للسجون","الادارة العامة للمنافسات والمشتريات","200","2025-11-13","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=VyoHeSEcPq7GqVmPnVEklw==","2025-11-16","2025-11-19","09:59",-39,-42,"منصة","platform",7,"شراء مباشر","تجارة الأثاث المنزلي والمفروشات والستائر والسجاد"
"تطوير المرحلة الأولى من المركز الدبلوماسي الرقمي","وزارة الخارجية","الديوان العام  -  المشتريات","1000","2025-11-13","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=6xiFOEos89r8b%20W2AQCR1w==","2025-12-16","2025-12-28","12:00",0,-12,"منصة","platform",46,"المنافسة على مرحلتين (المرحلة الاولى)","تقنية المعلومات"
"مشروع إنتاج 140 منتج تدريبي إلكتروني","معهد الادارة العامة","إدارة المشتريات","3500","2025-11-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=qf8RR*@@**aOPtzEEEow2mNFKw==","2025-11-27","2025-12-14","10:20",-14,-31,"منصة","platform",33,"منافسة عامة","أنشطة التدريب"
"التشغيل الدوري التقني وحوكمة العمليات","الهيئة السعودية للمياه","ادارة الشراء  -  قسم مشتريات الخدمات والمشاريع","1000","2025-11-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=FuVWz3F6MD*@@**rrhUfe94YGQ==","2025-11-22","2025-11-30","10:00",-28,-36,"منصة","platform",19,"منافسة عامة","تقنية المعلومات"
