"title","orgName","subDeptName","bidValue","publishDate","detailUrl","inquiryDeadline","bidDeadline","bidDeadlineTime","bidDeadlineDaysLeft","inquiryDeadlineDaysLeft","keyword","keywordEng","tenderOpenDays","tenderType","coreActivities"
"اعمال صيانة الشوارع والارصفة والانارة بحوطة سدير والمراكز التابعه لها","أمانة منطقة الرياض","بلدية حوطة سدير","1000","2025-12-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=VTtlT2MCCZI14GmudrritQ==","2025-12-26","2026-01-07","09:59",10,-2,"انارة","lighting",23,"منافسة عامة","مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة) - إنشاء الطرق"
"مشروع صيانة البنية التحتية لأعمال الانارة لطرق النقل المستلمة من وزارة النقل ـ طريق الملك سعود (القش ...","أمانة المنطقة الشرقية","إدارة المشتريات للمنافسات العامة لأمانة المنطقة الشرقية","1500","2025-12-08","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=7YFuFQ70LICKW01dAGEYYw==","2025-12-23","2025-12-29","20:00",1,-5,"انارة","lighting",22,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة"
"مشروع صيانة البنية التحتية لأعمال الانارة لطرق النقل المستلمة من وزارة النقل ـ طريق الملك سعود (القش ...","أمانة المنطقة الشرقية","إدارة المشتريات للمنافسات العامة لأمانة المنطقة الشرقية","1500","2025-12-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xSB4Sb%20AteWvgKYIGkKAIA==","2025-12-14","2025-12-21","09:59",-7,-14,"انارة","lighting",18,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة"
"صيانة وتوريد اعمدة انارة وقواعد","أمانة منطقة الرياض","بلدية محافظة مرات","1000","2025-11-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Gukk%20wPoJcvLx*@@**C7kPuIcg==","2025-12-10","2025-12-17","09:59",-11,-18,"انارة","lighting",18,"منافسة عامة","تجارة مواد البناء والأدوات الكهربائية والصحية"
"توريد انارة لمنظومة انتاج الجبيل 60019082 الساحل الشرقي","الهيئة السعودية للمياه","شعبة مشتريات الساحل الشرقي","500","2025-11-30","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=JwZEZF*@@**1X61jREaPgHqzIQ==","2025-12-10","2025-12-26","09:59",-2,-18,"انارة","lighting",27,"منافسة عامة","تجارة قطع الغيار الجديدة"
"مشروع إنارة الأحياء والشوارع الرئيسية بمحافظة طريف (المرحلة الأولى)","أمانة منطقة الحدود الشمالية","بلدية طريف بأمانة منطقة الحدود الشمالية","1000","2025-11-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=KYt3gGwRE0*@@**wuIGWn5rqJA==","2025-12-11","2025-12-14","09:59",-14,-17,"انارة","lighting",18,"منافسة عامة","تجارة مواد البناء والأدوات الكهربائية والصحية"
"مشروع إنارة الأحياء والشوارع الرئيسية بمحافظة طريف (المرحلة الثانية)","أمانة منطقة الحدود الشمالية","بلدية طريف بأمانة منطقة الحدود الشمالية","1000","2025-11-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=frx8kLeLp8lRnfY8tecnBQ==","2025-12-11","2025-12-14","09:59",-14,-17,"انارة","lighting",18,"منافسة عامة","تجارة مواد البناء والأدوات الكهربائية والصحية"
"توريد انارة لمنظومة انتاج رأس الخير 60019062 الساحل الشرقي","الهيئة السعودية للمياه","شعبة مشتريات الساحل الشرقي","200","2025-11-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ZVcZcI7Uti%20eKvDf%20FFq1g==","2025-12-05","2025-12-26","09:59",-2,-23,"انارة","lighting",32,"شراء مباشر","تجارة قطع الغيار الجديدة"
"تأمين وقود ديزل للأليات الفنية والتجهيزات والمعدات -مولدات الانارة بالاليات - الانارة المقطورة - الم ...","ادارة الشؤون الفنية المركزية بمنطقة الرياض","ادارة الشؤون الفنية المركزية بمنطقة الرياض","200","2025-11-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Xzdqu04WYcS5mCta8d62MA==","2025-11-27","2025-11-30","09:59",-28,-31,"انارة","lighting",6,"شراء مباشر","خدمات محطات الوقود وخدمات المركبات الأخرى"
"بشان توريد وتركيب قواعد أعمدة انارة لزوم الإدارة العامة للأسلحة والذخيرة","وزارة الحرس الوطني","ادارة المشتريات","200","2025-11-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=87PFxbJmfDRDeO81jLKYvw==","2025-12-04","2025-12-10","09:59",-18,-24,"انارة","lighting",17,"شراء مباشر","تجارة مواد البناء والأدوات الكهربائية والصحية"
"صيانة انارة طرق واحياء محافظة البكيرية والمراكز التابعة لها","بلدية محافظة البكيرية","بلدية البكيرية","5500","2025-11-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=fE66YRY2Npp1Vf8Vr8H7Jw==","2025-11-27","2025-12-03","09:59",-25,-31,"انارة","lighting",17,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل وصيانة الطرق"
"توريد قواعد خرسانية ومسامير للأ عمدة الانارة والديكورية","بلدية محافظة املج","بلدية محافظة أملج","550","2025-11-05","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=s7*@@**Wl5ae4gTvIM6b2Pna%20A==","2025-11-19","2025-11-21","09:59",-37,-39,"انارة","lighting",17,"منافسة عامة","تجارة مواد البناء والأدوات الكهربائية والصحية"
"توريد مواد كهرباء وانارة لموقع آفاق","قوات الدفاع الجوي","( فرع المنطقة الوسطى)  -  الادارة الهندسية والاشغال","200","2025-11-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=fXkq3FLDpwRbFu8NX9jkOQ==","2025-11-11","2025-11-13","08:00",-45,-47,"انارة","lighting",10,"شراء مباشر","مقاولات عامة للمباني (الانشاء، الإصلاح، الهدم، الترميم)"
"صيانة واعادة تاهيل انارة الجسور والميادين والجزر الوسطية غرب عرعر","أمانة منطقة الحدود الشمالية","ادارة المشتريات  -  الامانة","1000","2025-11-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=rBUliF2I9vmqkYyHtP*@@**y%20Q==","2025-11-16","2025-11-20","09:59",-38,-42,"انارة","lighting",18,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة"
"صيانة واعادة تاهيل انارة الجسور والميادين والجزر الوسطية شرق عرعر","أمانة منطقة الحدود الشمالية","ادارة المشتريات  -  الامانة","1000","2025-11-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=BAJIu%20QQFcsWp1Bs6ydD8g==","2025-11-19","2025-11-22","09:59",-36,-39,"انارة","lighting",20,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة"
"سفلتة وارصفة وانارة (تأهيل طرق الملك عبد العزيز)","بلدية محافظة ضمد","بلدية محافظة ضمد","2500","2025-10-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=WlfBP1E75a5onXxCfCVn%20A==","2025-11-05","2025-11-11","09:59",-47,-53,"انارة","lighting",17,"منافسة عامة","مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة) - إنشاء الطرق"
"تأهيل وحدات انارة ممشى الدراجات وممرات المشاة وتأهيل مناطق العاب الأطفال","الادارة العامة لمشروع الجبيل","إدارة العقود والمشتريات  -  قسم المشتريات","800","2025-10-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Bx6p34Lv%20raCjCZiGMYhWA==","2025-11-20","2025-11-23","10:00",-35,-38,"انارة","lighting",33,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل والصيانة"
"استئجار سلة انارة 20 متر","بلدية أبو راكه","بلدية أبو راكة","500","2025-10-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=pcumaBzqo8ATX%20OHDsJ*@@**2g==","2025-10-31","2025-11-06","09:59",-52,-58,"انارة","lighting",17,"منافسة عامة","خدمات التأجير"
"تأمين وتوريد مستلزمات وادوات صيانة اعمدة الانارة","أمانة منطقة عسير","المشتريات والمناقصات بالامانة","200","2025-10-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=pDZDVHY2Ri3QpgQ2Dp4sbw==","2025-10-18","2025-10-20","09:59",-69,-71,"انارة","lighting",6,"شراء مباشر","تجارة مواد البناء والأدوات الكهربائية والصحية"
"توريد انارة لمنظومة انتاج الجبيل 60018906 بالساحل الشرقي","الهيئة السعودية للمياه","شعبة مشتريات الساحل الشرقي","200","2025-10-13","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xDoGTy0cs78cU28CvXt*@@**Sw==","2025-10-23","2025-10-29","09:59",-60,-66,"انارة","lighting",17,"شراء مباشر","تجارة قطع الغيار الجديدة"
"اعادة تاهيل الشوارع والانارة بظلم المرحلة الثالثة","بلدية ظلم","بلدية ظلم","3000","2025-10-13","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=J6KabWTqWYvrU6KVdQZgIw==","2025-10-23","2025-10-29","09:59",-60,-66,"انارة","lighting",17,"منافسة عامة","مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة) - إنشاء الطرق"
"تأمين عدد من أعمدة الانارة الديكورية / بلدية محافظة الرس","بلدية محافظة الرس","بلدية الرس","10500","2025-10-06","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=v%20fh8*@@**sT6Ki*@@**dHeSPxkWhg==","2025-10-24","2025-10-25","13:00",-64,-65,"انارة","lighting",20,"منافسة عامة","تجارة مواد البناء والأدوات الكهربائية والصحية"
"صيانة الشوارع والأرصفة الانارة بأشواق","بلدية شواق","بلدية أشواق","3500","2025-10-01","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=rmXwveZL3s1g8c3PwcyxSA==","2025-11-04","2025-11-06","10:00",-52,-54,"انارة","lighting",37,"منافسة عامة","مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة) - إنشاء الطرق"
"تأمين وتوريد أدوات كهربائية لزوم انارة الطرق و الشوارع بالمحافظة و المراكز التابعة","بلدية الأمواه","الامواه","3500","2025-10-01","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=t8NTxxhNL*@@**yD4hvvCi5k1A==","2025-10-11","2025-10-17","09:59",-72,-78,"انارة","lighting",17,"منافسة عامة","تجارة مواد البناء والأدوات الكهربائية والصحية"
"تعلن بلدية الحرجة عن طرح منافسة توريد أدوات كهربائية لصيانة الانارة والحدايق العامة والمنتزهات","بلدية الحرجة","بلدية الحرجة","1000","2025-09-29","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=rLfYTrW2m6SQXnDfQq*@@**Psg==","2025-10-15","2025-10-16","10:00",-73,-74,"انارة","lighting",18,"منافسة عامة","تجارة الكماليات"
"معالجة المنحدرات بالمداخل و المخارج المتقاطعة مع الطريق الدائري الرابع بمكة المكرمة","أمانة العاصمة المقدسة","ادارة المشتريات","1000","2025-12-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=JPyqZQWuIBc3lLB%20i9j%20Xw==","2026-01-03","2026-01-09","09:59",12,6,"تقاطع","intersection",17,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل وصيانة الطرق"
"مشروع الصيانة الطارئة لإصلاح جسر طريق أبوبكر الصديق تقاطع طريق الملك عبد الله DA 8","أمانة المنطقة الشرقية","إدارة المشتريات للمنافسات العامة لأمانة المنطقة الشرقية","1500","2025-12-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=8bN6ayLg1VfCyUMMjxeAMg==","2025-12-28","2026-01-14","20:00",17,0,"تقاطع","intersection",31,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل وصيانة الطرق"
"صيانة الأجزاء المتهالكة من الطبقة الإسفلتية للطرق المتقاطعة مع طريق الملك عبدالعزيز","أمانة منطقة الرياض","بلدية محافظة الرين","2500","2025-12-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=pEDPV9tpyY%20XdTzcTJvyEQ==","2025-12-28","2026-01-01","10:00",4,0,"تقاطع","intersection",19,"منافسة عامة","مقاولات الإنشاءات العامة (التشييد و بناء المرافق العامة) - إنشاء الطرق"
"تحسين وتأهيل تقاطعات طريق الأمير محمد بن عبدالعزيز بالأفلاج","أمانة منطقة الرياض","بلدية محافظة الافلاج","2000","2025-11-06","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=4*@@**Yk1AZZa8ckfmfjwd6ijA==","2025-11-24","2025-11-26","09:59",-32,-34,"تقاطع","intersection",21,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل وصيانة الطرق"
"صيانة الشوارع والتقاطعات الرئيسية والفرعية في عين دار والقرى التابعة لها","بلدية عين دار","بلدية عين دار","1500","2025-10-23","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=pQNWzyXAvdiDga1Q8de14w==","2025-11-09","2025-11-11","09:59",-47,-49,"تقاطع","intersection",20,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل وصيانة الطرق"
"صيانة الأرصفة الخرسانية بالجزر الجانبية والوسطية تقاطع طريق الملك عبدالعزيز - بقيق","بلدية جوف بني هاجر","بلدية جوف بني هاجر","200","2025-10-23","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=9mAfD7MBJsM%20vSp%20Wyq0ZQ==","2025-10-25","2025-10-27","09:59",-62,-64,"تقاطع","intersection",5,"شراء مباشر","التشغيل والصيانة والنظافة للمنشآت - التشغيل وصيانة الطرق"
"صيانة واستبدال قطعيات لبعض شبكات الري بالتقاطعات والطرق الرئيسية والفرعية بمدينة بريدة ( مرحلة رابعة ...","أمانة منطقة القصيم","ادارة المشتريات والمناقصات","1000","2025-10-06","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=FmjqXkDTnKAXbs5IugpzXA==","2025-10-16","2025-10-22","09:59",-67,-73,"تقاطع","intersection",17,"منافسة عامة","التشغيل والصيانة والنظافة للمنشآت - التشغيل وصيانة الطرق"
